x,y,z,v_x,v_y,v_z,roll,pitch,yaw,angular_v
0.0,0.0,3.178440000000003,0.0,0.0,3.5316000000000125,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.213854100000003,0.0,0.0,3.5512200000000127,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.249464400000003,0.0,0.0,3.570840000000013,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.285270900000003,0.0,0.0,3.590460000000013,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.321273600000003,0.0,0.0,3.6100800000000133,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.357472500000003,0.0,0.0,3.6297000000000135,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.393867600000003,0.0,0.0,3.6493200000000137,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.430458900000003,0.0,0.0,3.668940000000014,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.467246400000003,0.0,0.0,3.688560000000014,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.504230100000003,0.0,0.0,3.7081800000000142,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.541410000000003,0.0,0.0,3.7278000000000144,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.5787861000000034,0.0,0.0,3.7474200000000146,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.6163584000000037,0.0,0.0,3.767040000000015,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.654126900000004,0.0,0.0,3.786660000000015,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.6920916000000044,0.0,0.0,3.806280000000015,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.7302525000000046,0.0,0.0,3.8259000000000154,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.768609600000005,0.0,0.0,3.8455200000000156,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.807162900000005,0.0,0.0,3.865140000000016,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.8459124000000053,0.0,0.0,3.884760000000016,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.8848581000000055,0.0,0.0,3.904380000000016,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.9240000000000057,0.0,0.0,3.9240000000000164,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,3.963141900000006,0.0,0.0,3.904380000000016,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.002087600000006,0.0,0.0,3.884760000000016,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.040837100000005,0.0,0.0,3.865140000000016,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.079390400000006,0.0,0.0,3.8455200000000156,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.1177475000000054,0.0,0.0,3.8259000000000154,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.155908400000006,0.0,0.0,3.806280000000015,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.193873100000006,0.0,0.0,3.786660000000015,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.231641600000006,0.0,0.0,3.767040000000015,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.269213900000006,0.0,0.0,3.7474200000000146,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.306590000000006,0.0,0.0,3.7278000000000144,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.343769900000006,0.0,0.0,3.7081800000000142,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.3807536000000065,0.0,0.0,3.688560000000014,0.0,0.0,0.0,[0. 0. 0.]
0.0,0.0,4.417541100000006,0.0,0.0,3.668940000000014,0.0,0.0,0.0,[0. 0. 0.]
